Type,Description,TechniqueIdCombined,Technique,"Data_Component","Data_Component_Description"
Detection,,"T1562.010","Downgrade Attack","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1562.010","Downgrade Attack","Process Metadata","Contextual data about a running process, which may include information such as environment variables, image name, user/owner, etc."
Detection,,"T1562.010","Downgrade Attack","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1601.002","Downgrade System Image","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,T1189,"Drive-by Compromise","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,T1189,"Drive-by Compromise","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1189,"Drive-by Compromise","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,T1189,"Drive-by Compromise","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,T1189,"Drive-by Compromise","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1608.004","Drive-by Target","Response Content","Logged network traffic in response to a scan showing both protocol header and body values"
Detection,,"T1574.004","Dylib Hijacking","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1574.004","Dylib Hijacking","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1574.004","Dylib Hijacking","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1559.002","Dynamic Data Exchange","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1559.002","Dynamic Data Exchange","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1559.002","Dynamic Data Exchange","Script Execution","Launching a list of commands through a script file (ex: Windows EID 4104)"
Detection,,"T1574.006","Dynamic Linker Hijacking","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1574.006","Dynamic Linker Hijacking","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1574.006","Dynamic Linker Hijacking","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1574.006","Dynamic Linker Hijacking","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1574.006","Dynamic Linker Hijacking","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1568,"Dynamic Resolution","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,T1568,"Dynamic Resolution","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,T1568,"Dynamic Resolution","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1055.001","Dynamic-link Library Injection","Process Modification","Changes made to a process, or its contents, typically to write and/or execute code in the memory of the target process (ex: Sysmon EID 8)"
Detection,,"T1055.001","Dynamic-link Library Injection","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1055.001","Dynamic-link Library Injection","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1055.001","Dynamic-link Library Injection","Process Access","Opening of a process by another process, typically to read memory of the target process (ex: Sysmon EID 10)"
Detection,,"T1548.004","Elevated Execution with Prompt","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1548.004","Elevated Execution with Prompt","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1087.003","Email Account","User Account Metadata","Contextual data about an account, which may include a username, user ID, environmental data, etc."
Detection,,"T1087.003","Email Account","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1114,"Email Collection","File Access","Opening a file, which makes the file contents available to the requestor (ex: Windows EID 4663)"
Detection,,T1114,"Email Collection","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,T1114,"Email Collection","Logon Session Creation","Initial construction of a new user logon session (ex: Windows EID 4624, /var/log/utmp, or /var/log/wmtp)"
Detection,,T1114,"Email Collection","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1114,"Email Collection","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1114.003","Email Forwarding Rule","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1564.008","Email Hiding Rules","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1564.008","Email Hiding Rules","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1564.008","Email Hiding Rules","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1546.014",Emond,"Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1546.014",Emond,"Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1546.014",Emond,"File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1546.014",Emond,"File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,T1573,"Encrypted Channel","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,T1499,"Endpoint Denial of Service","Host Status","Logging, messaging, and other artifacts highlighting the health of host sensors (ex: metrics, errors, and/or exceptions from logging applications)"
Detection,,T1499,"Endpoint Denial of Service","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,T1499,"Endpoint Denial of Service","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,T1499,"Endpoint Denial of Service","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1480.001","Environmental Keying","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1480.001","Environmental Keying","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1611,"Escape to Host","Container Creation","Initial construction of a new container (ex: docker create <container_name>)"
Detection,,T1611,"Escape to Host","OS API Execution","Operating system function/method calls executed by a process"
