Matrix,Tactic,Technique,"Sub-Technique",App,Active,Available,"Needs data","Sub_Technique_Total","Tactic_Total","Technique_Total",Bookmarked,"Data Source",IsSubTechnique
"Enterprise ATT&CK","Resource Development","Establish Accounts","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Resource Development","Establish Accounts","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Resource Development","Establish Accounts","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Resource Development","Establish Accounts","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Resource Development","Establish Accounts","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","Web Protocols",Any,0,0,2,2,48,22,0,"Network Communication::8,Web Server::0",Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","Web Protocols","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","Web Protocols","Enterprise Security Content Update",0,0,2,2,48,22,0,"Network Communication::8,Web Server::0",Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","Web Protocols","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","Web Protocols","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","Web Protocols","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture",Keylogging,Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture",Keylogging,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture",Keylogging,"Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture",Keylogging,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture",Keylogging,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture",Keylogging,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information","Binary Padding",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information","Binary Padding","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information","Binary Padding","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information","Binary Padding","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information","Binary Padding","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information","Binary Padding","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter",PowerShell,Any,0,0,19,19,49,49,0,"Endpoint Detection and Response::9,Windows Security::0",Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter",PowerShell,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter",PowerShell,"Enterprise Security Content Update",0,0,18,19,49,49,0,"Endpoint Detection and Response::9,Windows Security::0",Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter",PowerShell,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter",PowerShell,"Splunk Security Essentials",0,0,1,19,49,49,0,"Endpoint Detection and Response::9",Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter",PowerShell,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Default Accounts",Any,0,0,4,4,100,101,0,"Okta::0",Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Default Accounts","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Default Accounts","Enterprise Security Content Update",0,0,4,4,100,101,0,"Okta::0",Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Default Accounts","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Default Accounts","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Default Accounts","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Dynamic-link Library Injection",Any,0,0,2,2,102,19,0,"Endpoint Detection and Response::14,Microsoft Sysmon Logs::12",Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Dynamic-link Library Injection","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Dynamic-link Library Injection","Enterprise Security Content Update",0,0,2,2,102,19,0,"Endpoint Detection and Response::14,Microsoft Sysmon Logs::12",Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Dynamic-link Library Injection","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Dynamic-link Library Injection","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Dynamic-link Library Injection","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Determine Physical Locations",Any,0,0,4,4,5,4,0,"Physical Security::0",Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Determine Physical Locations","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Determine Physical Locations","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Determine Physical Locations","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Determine Physical Locations","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Determine Physical Locations","Splunk User Behavior Analytics",0,0,4,4,5,4,0,"Physical Security::0",Yes
"Enterprise ATT&CK","Resource Development","Establish Accounts","Social Media Accounts",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Establish Accounts","Social Media Accounts","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Establish Accounts","Social Media Accounts","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Establish Accounts","Social Media Accounts","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Establish Accounts","Social Media Accounts","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Establish Accounts","Social Media Accounts","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","File Transfer Protocols",Any,0,0,1,1,48,22,0,"Network Communication::8",Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","File Transfer Protocols","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","File Transfer Protocols","Enterprise Security Content Update",0,0,1,1,48,22,0,"Network Communication::8",Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","File Transfer Protocols","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","File Transfer Protocols","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","File Transfer Protocols","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture","GUI Input Capture",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture","GUI Input Capture","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture","GUI Input Capture","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture","GUI Input Capture","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture","GUI Input Capture","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture","GUI Input Capture","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information","Software Packing",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information","Software Packing","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information","Software Packing","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information","Software Packing","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information","Software Packing","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information","Software Packing","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter",AppleScript,Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter",AppleScript,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter",AppleScript,"Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter",AppleScript,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter",AppleScript,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter",AppleScript,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Domain Accounts",Any,0,1,4,5,100,101,0,"Change Events Data::20,HR System::0,Windows Security::120",Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Domain Accounts","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Domain Accounts","Enterprise Security Content Update",0,1,4,5,100,101,0,"Change Events Data::20,HR System::0,Windows Security::120",Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Domain Accounts","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Domain Accounts","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Domain Accounts","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Portable Executable Injection",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Portable Executable Injection","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Portable Executable Injection","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Portable Executable Injection","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Portable Executable Injection","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Portable Executable Injection","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Business Relationships",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Business Relationships","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Business Relationships","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Business Relationships","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Business Relationships","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Business Relationships","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Establish Accounts","Email Accounts",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Establish Accounts","Email Accounts","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Establish Accounts","Email Accounts","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Establish Accounts","Email Accounts","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Establish Accounts","Email Accounts","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Establish Accounts","Email Accounts","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","Mail Protocols",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","Mail Protocols","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","Mail Protocols","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","Mail Protocols","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","Mail Protocols","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Application Layer Protocol","Mail Protocols","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture","Web Portal Capture",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture","Web Portal Capture","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture","Web Portal Capture","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture","Web Portal Capture","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture","Web Portal Capture","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","Input Capture","Web Portal Capture","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information",Steganography,Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information",Steganography,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information",Steganography,"Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information",Steganography,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information",Steganography,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Obfuscated Files or Information",Steganography,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter","Windows Command Shell",Any,0,0,9,9,49,49,0,"Endpoint Detection and Response::9",Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter","Windows Command Shell","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter","Windows Command Shell","Enterprise Security Content Update",0,0,8,9,49,49,0,"Endpoint Detection and Response::9",Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter","Windows Command Shell","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter","Windows Command Shell","Splunk Security Essentials",0,0,1,9,49,49,0,"Endpoint Detection and Response::9",Yes
"Enterprise ATT&CK",Execution,"Command and Scripting Interpreter","Windows Command Shell","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Local Accounts",Any,0,0,3,3,100,101,0,"Change Events Data::20,Windows Security::120",Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Local Accounts","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Local Accounts","Enterprise Security Content Update",0,0,1,3,100,101,0,"Change Events Data::20",Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Local Accounts","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Local Accounts","Splunk Security Essentials",0,0,2,3,100,101,0,"Windows Security::120",Yes
"Enterprise ATT&CK",Persistence,"Valid Accounts","Local Accounts","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Thread Execution Hijacking",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Thread Execution Hijacking","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Thread Execution Hijacking","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Thread Execution Hijacking","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Thread Execution Hijacking","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Process Injection","Thread Execution Hijacking","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Identify Business Tempo",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Org Information","Identify Business Tempo","Custom Content",0,0,0,0,0,0,0,,Yes
