MESSAGE_CODE,MESSAGE_CLASS,MESSAGE_TEXT
15045,Policy,CHAP is not allowed
15046,Policy,MS-CHAP v1 is disabled under allowed protocols.
15047,Policy,MS-CHAP v2 is disabled under allowed protocols.
15048,Policy,Queried PIP
22000,Authentication,Authentication resulted in internal error
22001,Authentication,Restricted attribute(s) found
22002,Authentication,Authentication complete
22003,Authentication,Missing attribute for authentication
22004,Authentication,Wrong password
22005,Authentication,Could not get shell profile object
22006,Authentication,Shell profile object is not configured
22007,Authentication,Username attribute is not present in the authentication request
22015,Workflow,Identity sequence continues to the next IDStore
22016,Workflow,Identity sequence completed iterating the IDStores
22017,Workflow,Selected Identity Source is DenyAccess
22019,Workflow,Identity Policy was evaluated before; Identity Sequence continuing
22020,Workflow,Configuration error: identity source blank
22021,Workflow,Configuration error: authentication IDStores list blank
22022,Workflow,Error in setting fail open options
22023,Workflow,Proceed to attribute retrieval
22024,Workflow,Detected error while iterating IDStores but continuing according to Advanced Option
22025,Workflow,User or host not found but continuing according to Advanced Option
22027,Workflow,Authentication failed but continuing according to Advanced Option
22028,Workflow,Authentication failed and the advanced options are ignored
22034,Workflow,Attribute retrieval failed
22035,Workflow,Detected error during attribute retrieval; Setting Fail Open option
22036,Workflow,Retrieved Attributes successfully from current IDStore
22037,Workflow,Authentication Passed
22038,Workflow,Skipping the next IDStore for attribute retrieval because it is the one we authenticated against
22039,Workflow,Invalid workflow sequence type
22040,Authentication,Wrong password or invalid shared secret
22041,Authentication,User not found in Internal Identity Store
22042,Workflow,Authentication failed; dropping according to Advanced Option
22043,Authentication,Current Identity Store does not support the authentication method; Skipping it
22044,Workflow,Identity policy result is configured for certificate based authentication methods but received password based
22045,Workflow,Identity policy result is configured for password based authentication methods but received certificate based authentication request
22046,Workflow,Identity sequence received a certificate authentication request
22047,Authentication,User name attribute is missing in client certificate
22048,Authentication,Client certificate binary is missing
22049,Authentication,Binary comparison of certificates failed
22050,Workflow,User or host disabled in current IDStore in attribute retrieval mode
22051,Workflow,"User or host disabled in Internal IDStore, proceed according to Advanced Option"
22052,Workflow,Authentication IDStore empty after completing authentication
22053,Workflow,Unknown user or host; dropping according to Advanced Option
22054,Authentication,Binary comparison of certificates succeeded
22055,Authentication,Failed to find expected Principal Username X509 Attribute in user's certificate
22056,Workflow,Subject not found in the applicable identity store(s)
22057,Workflow,The advanced option that is configured for a failed authentication request is used
22058,Workflow,The advanced option that is configured for an unknown user is used
22059,Workflow,The advanced option that is configured for process failure is used
22060,Workflow,The 'Continue' advanced option is configured in case of a failed authentication request
22061,Workflow,The 'Reject' advanced option is configured in case of a failed authentication request
22062,Workflow,The 'Drop' advanced option is configured in case of a failed authentication request
22063,Authentication,Wrong password
22064,Workflow,Authentication method is not supported by any applicable identity store(s)
24000,External-LDAP,Connection established with LDAP server
24001,External-LDAP,Cannot establish connection with LDAP server
24002,External-LDAP,Cannot bind connection with administrator credentials
24003,External-LDAP,Cannot bind connection with anonymous credentials
24004,External-LDAP,User search finished successfully
24005,External-LDAP,Host search finished successfully
24006,External-LDAP,User search ended with an error
24007,External-LDAP,Host search ended with an error
24008,External-LDAP,User not found in LDAP Server
24009,External-LDAP,Host not found in LDAP Server
24010,External-LDAP,Ambiguous user
24011,External-LDAP,Ambiguous host
24014,External-LDAP,Noncompliant attributes detected in LDAP
24015,External-LDAP,Authenticating user against LDAP Server
24016,External-LDAP,Looking up user in LDAP Server
24017,External-LDAP,Looking up host in LDAP Server
24018,External-LDAP,Cannot retrieve user's certificate
24019,External-LDAP,LDAP connection error was encountered
24020,External-LDAP,User authentication against the LDAP Server failed
24021,External-LDAP,User authentication ended with an error
24022,External-LDAP,User authentication succeeded
86022,Guest,Device Registration Web Authentication AUP Accepted
86023,Guest,Device Registration Web Authentication AUP Declined
86024,Guest,Device Registration Web Authentication Portal Endpoint Creation Passed
86025,Guest,Device Registration Web Authentication Portal Endpoint Creation Failed
86026,Guest,Device Registration Web Authentication Portal CoA Termination Failed
86027,Guest,Device Registration Web Authentication sending CoA Termination message
87000,Posture,Received a posture report from an endpoint
87001,Posture,Posture service received a reassessment report from an endpoint
87002,Posture,Terminating endpoint session: reassessment timeout
87003,Posture,Successfully finished updating posture requirements from remote feed URL
87500,Client Provisioning,Client provisioning succeeded
87501,Client Provisioning,Client provisioning failed
87750,EPS,Endpoint Protection Service has received a request to perform an operation
87751,EPS,Endpoint Protection Service has obtained the result of an operation
5238,RADIUS,Endpoint authentication problem was fixed
5239,RADIUS,NAS problem was fixed
5418,Guest,Guest Authentication Failed
5419,Failed-Attempt,DACL Download Failed
5420,Failed-Attempt,TrustSec Data Download Failed
5421,Failed-Attempt,TrustSec Peer Policy Download Failed
5422,Failed-Attempt,Authorize-Only failed
5423,Guest,Device Registration Web Authentication Failed
5438,RADIUS,RADIUS packet contains session on this PSN that does not exist
5439,RADIUS,RADIUS packet contains session not started on this PSN
5440,RADIUS,Endpoint abandoned EAP session and started new
5441,RADIUS,Endpoint started new session while the packet of previous session is being processed. Dropping new session.
5442,RADIUS,RADIUS request dropped due to system overload
5443,RADIUS,RADIUS request dropped due to reaching EAP sessions limit
5447,MDM,MDM Authentication Passed
5448,MDM,MDM Authentication Failed
11055,RADIUS,User name change detected for the session. Attributes for the session will be removed from the cache
11056,RADIUS,Duplicate of previously processed (but not the last) RADIUS Request packet received
11313,SGA,ISE detected that the Unknown SGT was provisioned to a network device or endpoint.
11314,SGA,ISE detected a malformed TrustSec PAC.
11315,SGA,TrustSec environment data request failed
11316,SGA,TrustSec CoA message ignored
11317,SGA,TrustSec SSH connection failed
11318,SGA,Some TrustSec network devices don't have the latest ISE IP-SGT mapping configuration
11319,TrustSec,TrustSec works only with TLS 1.0
11321,SGA,TrustSec default egress policy was modified
11365,RADIUS-Proxy,Modify attributes before sending request to external radius server
11366,RADIUS-Proxy,Modify attributes before sending RADIUS Access-Accept
11367,RADIUS-Proxy,Could not add attribute(s) since attribute already exist
11368,RADIUS-Proxy,Please review logs on the External RADIUS Server to determine the precise failure reason
11369,RADIUS-Proxy,Proxy request was rejected
12179,EAP,Successfully finished EAP-FAST machine authorization PAC provisioning/update
12203,EAP,Using client certificate for authentication
12204,EAP,Client certificate was received inside the tunnel
12205,EAP,Client certificate was requested but not received inside the tunnel. Will continue with inner method.
12206,EAP,Client certificate was received during tunnel establishment
12207,EAP,Client certificate was requested but not received during tunnel establishment. Will renegotiate and request client certificate inside the tunnel.
12208,EAP,Client certificate was received but authentication failed
12209,EAP,Starting EAP chaining
12210,EAP,Received User Authorization PAC
12211,EAP,Received Machine Authorization PAC
12212,EAP,Identity type provided by client is equal to requested
12213,EAP,Identity type provided by client is not equal to requested type
12214,EAP,Client suggested 'User' identity type instead
12215,EAP,Client suggested 'Machine' identity type instead
12216,EAP,Identity type provided by client was already used for authentication
